Season,Episode,Title,Airdate,Description,Image
12,4,Lisa the Treehugger,19 Nov. 2000,Lisa's crush on an environmental activist inspires her to live in a tree threatened by loggers.,https://m.media-amazon.com/images/M/MV5BODI0ODY1NDctNzE5MC00MzQ4LWJkOGEtYThjY2Q1YjIzYzYyXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,5,Homer vs. Dignity,26 Nov. 2000,Desperate for money\comma Homer accepts payment from Mr. Burns in exchange for humiliating himself.,https://m.media-amazon.com/images/M/MV5BM2Y1OWY1YjgtZjdlMy00NjFmLThkM2EtYTdhOWQzZGFkMjhjXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,6,The Computer Wore Menace Shoes,3 Dec. 2000,Homer's gossip website becomes a huge hit\comma but when his information runs out he resorts to making up news.,https://m.media-amazon.com/images/M/MV5BZDY4OGNkMWItOTM1MS00MDZiLWJjNjEtZTU2MzU5NGNiNWQ0XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,7,The Great Money Caper,10 Dec. 2000,The whole town of Springfield conspires to teach Homer and Bart a lesson after the pair begin running confidence scams.,https://m.media-amazon.com/images/M/MV5BYjBlN2IxZmEtMmM5NS00ZDU5LWI5N2YtYjVkY2M5NWRiNzRhXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,8,Skinner's Sense of Snow,17 Dec. 2000,A freak blizzard traps the students of Springfield Elementary inside their school. Their lives at stake\comma they are at the mercy of the rescue efforts of a woozy Homer and Ned.,https://m.media-amazon.com/images/M/MV5BNTQ3MzE1NjIxNV5BMl5BanBnXkFtZTgwNTcxOTQ2MjE@._V1_.jpg
12,9,HOMR,7 Jan. 2001,An x-ray reveals a crayon lodged in Homer's brain. After the crayon is removed\comma Homer experiences a sudden surge in intelligence\comma making him closer to Lisa and isolated from his friends.,https://m.media-amazon.com/images/M/MV5BMjMwOTE5OTA3MV5BMl5BanBnXkFtZTgwNzcxOTQ2MjE@._V1_.jpg
12,10,Pokey Mom,14 Jan. 2001,Marge befriends a convict with an artistic streak. Meanwhile\comma Homer battles the chiropractic industry after he creates a miracle back pain cure.,https://m.media-amazon.com/images/M/MV5BYWI3ZTA5MTAtN2U2ZS00Mjk3LWJjMmItY2JmYWE5NzFlYTVlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,11,Worst Episode Ever,4 Feb. 2001,Bart and Milhouse are left in charge of the comic book store after Comic Book Guy is hospitalized.,https://m.media-amazon.com/images/M/MV5BNTZlMzM5MTEtNDE1Ni00ZmEwLWJlOTctNzY2Njg4MTAwYjdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,12,Tennis the Menace,11 Feb. 2001,Homer installs a tennis court in the backyard\comma but his lousy playing creates a rift in the family.,https://m.media-amazon.com/images/M/MV5BMTU0MTc3ZmUtN2Y0OC00NThlLWExZTUtNzAwMmE4MmRiNjgzXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,13,Day of the Jackanapes,18 Feb. 2001,Sideshow Bob returns with a plan to brainwash Bart and kill Krusty.,https://m.media-amazon.com/images/M/MV5BMTU1ODZhYWMtNWJhNC00MmUyLWE3ZjYtNDgyNDkzNzU2OWQ2XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,14,New Kids on the Blecch,25 Feb. 2001,A music producer offers Bart and his friends a chance to participate in an up-and-coming boy band\comma but the boys are not so After after making a discovery.,https://m.media-amazon.com/images/M/MV5BYWMzNDlkNDUtM2JiNS00NGU0LWE2MmEtOTE2N2UxYjdjODRmXkEyXkFqcGdeQXVyNzM4MzE1NTA@._V1_.jpg
12,15,Hungry Hungry Homer,4 Mar. 2001,Homer is forced to go on a hunger strike by the Springfield Isotopes after uncovering a secret plan to have the baseball team moved to New Mexico.,https://m.media-amazon.com/images/M/MV5BNDM1M2E4MDAtZjY5Ni00YTFjLWE1ZTgtYmM2N2RlMWFlYzFmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,16,Bye Bye Nerdy,11 Mar. 2001,Problems with a bully lead Lisa to examine just what makes bullies aggressive. Meanwhile\comma Homer gets into the baby-proofing business.,https://m.media-amazon.com/images/M/MV5BMTcyN2FkYTctMWU3Zi00NTEyLWIyNGQtYWExMDhiODQ5MWM2XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,17,Simpson Safari,1 Apr. 2001,The Simpsons win a trip to Africa after Homer finds a golden animal cracker from the 60's in the loft.,https://m.media-amazon.com/images/M/MV5BZjBmMDQ4OGUtOGZiZC00Y2Y0LTg2MTItYTg4MzU1NDBmNjAwXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,18,Trilogy of Error,29 Apr. 2001,Homer's rush to the hospital to re-attach his severed thumb\comma Lisa's rush to school to win the science fair\comma and Bart's run-in with an illegal fireworks scheme interconnect from their point of view.,https://m.media-amazon.com/images/M/MV5BZjY2YzlkZmEtYWQxYy00ZDhhLWIzMzYtNDAwMjcxYjQwN2VhXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,19,I'm Goin' to Praiseland,6 May 2001,With Homer's help\comma Flanders tries to establish a Christian theme park based on drawings in Maude's sketch book.,https://m.media-amazon.com/images/M/MV5BMzkyMzZiNGMtOGFkOC00Mjk3LWJkNDYtZGZiYzc4YjUwNjc5XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,20,Children of a Lesser Clod,13 May 2001,After a debilitating injury forces him to stay indoors\comma Homer begins a daycare center.,https://m.media-amazon.com/images/M/MV5BZWYyZDgzNGUtNTYzNC00Y2Q5LThiZmItOGNjNDliZDM3MzdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
12,21,Simpsons Tall Tales,20 May 2001,A hobo tells the Simpsons tall tales on a train ride to Delaware. In the first story\comma Homer is outcast from society as Paul Bunyan. Then\comma Lisa travels the country planting trees as Connie Appleseed. Finally\comma Bart and Nelson raft down the Mississippi as Tom Sawyer and Huck Finn.,https://m.media-amazon.com/images/M/MV5BOGJhNzFiNWQtZDc1ZS00MThkLTlkZjktNTgzYjNhMzcwZmEzXkEyXkFqcGdeQXVyMzcxNzgyOTA@._V1_.jpg
13,1,Treehouse of Horror XII,6 Nov. 2001,A gypsy puts a curse on Homer; The Simpsons' new automated house malfunctions and tries to kill Homer; Bart and Lisa attend a school for wizards.,https://m.media-amazon.com/images/M/MV5BYzhhY2UxOTYtYzY0Zi00Y2ZiLThkNjEtNDk5ZGE5NDkzODIwXkEyXkFqcGdeQXVyNjUyOTEzNjE@._V1_.jpg
13,2,The Parent Rap,11 Nov. 2001,After Bart takes a joyride in a police car\comma a judge orders him to be tethered to Homer at all times.,https://m.media-amazon.com/images/M/MV5BMDViOGY2NjQtNGY4ZC00NjA2LWJmYzYtM2RiMzE5ZjQyMTcwXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,3,Homer the Moe,18 Nov. 2001,Homer and his friends are forced to drink in the Simpsons' garage after Moe the Bartender renovates his shady bar into a hipster hangout.,https://m.media-amazon.com/images/M/MV5BNmRlNTQ0NjEtNzUyMS00NGU3LWIxNWEtODdmNmJmY2VjZDY4XkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,4,A Hunka Hunka Burns in Love,2 Dec. 2001,Mr. Burns falls in love with a younger woman and recruits Homer to help him impress her.,https://m.media-amazon.com/images/M/MV5BNzU0MzU4MTUtODIyMi00MjdhLWE0ZTQtNjM4NzQyYTY2ODliXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,5,The Blunder Years,9 Dec. 2001,A hypnotist uncovers a traumatic experience from Homer's childhood.,https://m.media-amazon.com/images/M/MV5BYmZhMjlkOWEtOTcwZS00OTRiLTg4NjAtYjg5NzRiYTc3YmVkXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,6,She of Little Faith,16 Dec. 2001,Homer and Bart collaborate on a model rocket which destroys The First Church of Springfield. To raise money for repairs\comma the church sells advertising space\comma outraging Lisa - who becomes a Buddhist\comma with the help of guest star Richard Gere.,https://m.media-amazon.com/images/M/MV5BMjIxMjE1MjYzNV5BMl5BanBnXkFtZTgwNzQ1NTQ2MjE@._V1_.jpg
13,7,Brawl in the Family,6 Jan. 2002,A social services officer brings unity to the Simpson family\comma but their newfound happiness is threatened when the cocktail waitress Homer married in Vegas shows up at their door.,https://m.media-amazon.com/images/M/MV5BNmQ0NzBkYzAtNWM4Ni00MTg0LTgzZDMtOWQxOTMwOGU4YmEyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,8,Sweets and Sour Marge,20 Jan. 2002,Marge rallies for a ban on sugar after Springfield is declared America's fattest city.,https://m.media-amazon.com/images/M/MV5BNGFhMmVjNGEtNDBhZS00NjczLWI0NGQtM2UwYjIzMjZlZTFiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,9,Jaws Wired Shut,27 Jan. 2002,Marge can't deal with the quiet after Homer has his jaws wired shut.,https://m.media-amazon.com/images/M/MV5BNmM4OWMyYWQtYzQxZS00NzM5LTg5ZDMtZDgzOGNmY2M5ZjUwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,10,Half-Decent Proposal,10 Feb. 2002,Marge's high school sweetheart Artie Ziff returns and offers Homer a million dollars to spend a weekend with Marge.,https://m.media-amazon.com/images/M/MV5BN2E1YjlkNWItYWJlNC00ZTRmLWIxYjEtZTZiOTZkNDQzZDY5XkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
13,11,The Bart Wants What It Wants,17 Feb. 2002,Bart breaks up with his new girlfriend Greta\comma but gets jealous when she begins dating Milhouse.,https://m.media-amazon.com/images/M/MV5BMjY3ZTg4MGYtNDU3MC00NDRiLTlhYmEtZmY1YTk4YzdmYmQ0XkEyXkFqcGdeQXVyMzEzMjI0MDI@._V1_.jpg
13,12,The Lastest Gun in the West,24 Feb. 2002,Bart meets a retired cowboy movie star and convinces him to make a comeback on The Krusty the Clown Show.,https://m.media-amazon.com/images/M/MV5BNDA2OTQxZjctNmQ1YS00ZmYzLWFiMjEtNGIyY2ZlNTlmZGE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,13,The Old Man and the Key,10 Mar. 2002,Abe gets his driver's license back to impress a new woman at the retirement home.,https://m.media-amazon.com/images/M/MV5BMjQyOGJjMWYtMDM2MC00YWQxLTllMDItMjYyYTY2MzAzYjc0XkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
13,14,Tales from the Public Domain,17 Mar. 2002,Homer reads three stories from an overdue library book; with Homer as Odysseus trying to get home to Ithaca\comma Lisa as Joan of Arc leading the French to Victory and Bart as Hamlet avenging his father's death.,https://m.media-amazon.com/images/M/MV5BOGNhM2UyYjMtNWIxZS00MTQwLTlhMmQtOTI3NDUwNDFkMzI1XkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
13,15,Blame It on Lisa,31 Mar. 2002,Lisa sponsors an orphan in Brazil\comma and when he goes missing she convinces the family to go to Brazil to find him. While there\comma Homer is kidnapped.,https://m.media-amazon.com/images/M/MV5BZjM5ZDM4YTUtYzI5ZS00OTlmLWE0MjgtODc2ZDRhNTkzNjM2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,16,Weekend at Burnsie's,7 Apr. 2002,After a traumatizing eye injury\comma Homer becomes a habitual user of medical marijuana.,https://m.media-amazon.com/images/M/MV5BOWVkMWMxOWItZjA4Zi00YTJmLTgzZTQtMThjNTA5OTEzODI1XkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
13,17,Gump Roast,21 Apr. 2002,In this clip show\comma the citizens of Springfield honor Homer Simpsons with a Roast\comma but the festivities take a turn for the worst when aliens crash it.,https://m.media-amazon.com/images/M/MV5BZjYxMTExZDAtN2YyZS00ZTQ2LTg5NTAtYWVhOWQ3NWU3MWRjXkEyXkFqcGdeQXVyNjQwNzY3OTQ@._V1_.jpg
13,18,I Am Furious Yellow,28 Apr. 2002,Bart's comic about Homer becomes a hit on-line\comma prompting Homer to attempt to control his anger.,https://m.media-amazon.com/images/M/MV5BOTgwOTdlZDAtMTYxZi00Yjc0LTg0ZmMtMmM5MDJkODZhMDAwXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
13,19,The Sweetest Apu,5 May 2002,Apu's marriage is on the rocks after Manjula finds out he cheated on her.,https://m.media-amazon.com/images/M/MV5BMzM3Y2NkYjEtYjdhYi00NjVmLTk4NTEtMjk5YTAzMTdhY2QzXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
13,20,Little Girl in the Big Ten,12 May 2002,Lisa pretends to be a college student and loses favor with her classmates at Springfield Elementary in the process. A mysterious illness forces Bart to live in a plastic bubble.,https://m.media-amazon.com/images/M/MV5BM2JkYjgyNDgtMGQ0Yi00NmRjLWJiYTMtYWFkODE4YjA5OTc3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,21,The Frying Game,19 May 2002,Homer and Marge find themselves on death row after they are framed for murder.,https://m.media-amazon.com/images/M/MV5BNWNkMDhlNTktNGZmYi00MDg0LWFlZTgtY2QxZGQ5ZTVjNTQzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg
13,22,Papa's Got a Brand New Badge,22 May 2002,Homer becomes chief of police after a scandal forces Wiggum out.,https://m.media-amazon.com/images/M/MV5BODAwNGNjNzQtYTkzZS00YWZkLTkyNzktY2ViM2ViM2I0ZTg4XkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
14,1,Treehouse of Horror XIII,3 Nov. 2002,Homer clones himself with a magic hammock; Zombie cowboys come back from the dead after Springfield bans guns; The Simpsons family take a vacation on an island where Dr. Hibbert can turn people into animals.,https://m.media-amazon.com/images/M/MV5BMTgwNjUxOTkxNl5BMl5BanBnXkFtZTgwMDIwOTQ2MjE@._V1_.jpg
14,2,How I Spent My Strummer Vacation,10 Nov. 2002,When Homer is secretly videotaped complaining about his family in a taxi\comma they send him off to a rock and roll fantasy camp so he can try to live his dream.,https://m.media-amazon.com/images/M/MV5BN2ZjYTM2ZmMtNWFhNi00YjQ2LWI0NzgtODk2ZmZkNTIyMDRhXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
14,3,Bart vs. Lisa vs. 3rd Grade,17 Nov. 2002,Bart and Lisa are respectively held back and moved forward one grade\comma putting them in the same class.,https://m.media-amazon.com/images/M/MV5BNWFkMDUxN2EtOGIyMi00MmMyLTlkNzAtNTIzM2EwN2JkMDhhXkEyXkFqcGdeQXVyNzA5NTYxMDg@._V1_.jpg
14,4,Large Marge,24 Nov. 2002,Marge accidentally gets breast implants.,https://m.media-amazon.com/images/M/MV5BZmZiYzY2YzMtZWFmOS00ZDc1LTg2ZDAtYTA1M2U0OWRkZDUzXkEyXkFqcGdeQXVyMjU2NDAzMDQ@._V1_.jpg
14,5,Helter Shelter,1 Dec. 2002,The Simpsons family must participate in a reality television show in which they try to live in the same way that the families did in the 1800s.,https://m.media-amazon.com/images/M/MV5BMGYzMTZmNDQtMDY0MC00N2UxLWJkYjYtYmE3NGE4M2VlN2Q4XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,6,The Great Louse Detective,15 Dec. 2002,Homer has to use Sideshow Bob in order to track down a potential assassin.,https://m.media-amazon.com/images/M/MV5BMWJkOGJiOTItYTJmZS00ZjEwLWFmZTItZjY4OTRmZDM3OTE2XkEyXkFqcGdeQXVyOTIxOTkzMzc@._V1_.jpg
14,7,Special Edna,5 Jan. 2003,After Skinner once again has let Mrs. Krabappel down\comma Bart takes her to the cinema. To cheer her up\comma Bart nominates Krabappel for the 'teacher of the year' award. The nominations is accepted\comma and soon the Simpsons family and Mrs. Krabappel are going to the award ceremony in Orlando\comma Florida\comma where Skinner tries to get back Krabappel by asking her to marry him.,https://m.media-amazon.com/images/M/MV5BMDJhOGQzMzYtNTZmNC00Mjg3LTlkYjAtNTZlZGI0YTg2MDgzXkEyXkFqcGdeQXVyNjQxMTU0Nw@@._V1_.jpg
14,8,The Dad Who Knew Too Little,12 Jan. 2003,Homer hires a private detective to learn more about Lisa.,https://m.media-amazon.com/images/M/MV5BNzlhZjJkMTAtNTAxYi00NGI4LTkwZGUtNWZhM2ZhZjEzZmNkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzUyMzEzNzI@._V1_.jpg
14,9,The Strong Arms of the Ma,2 Feb. 2003,Marge takes up body-building to boost her self-esteem after being mugged at the Kwik-E-Mart.,https://m.media-amazon.com/images/M/MV5BYmE4ZGZmNWUtOGY2Yi00MjhkLTg3NDAtMjAwMDM1Yjc4MWM4XkEyXkFqcGdeQXVyNTU3MTEyMzY@._V1_.jpg
14,10,Pray Anything,9 Feb. 2003,Homer turns to religion to help him get what he wants\comma and is soon awarded the church in an injury settlement. Homer then turns the church into his personal party pad\comma and Reverend Lovejoy leaves Springfield to wallow in its hedonism.,https://m.media-amazon.com/images/M/MV5BMTU3MTQzYTEtYWUyMy00MWNlLWE2OWYtZjNkOTIxZjE1ZjQyXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,11,Barting Over,16 Feb. 2003,After finding out Homer squandered his money from a baby commercial\comma Bart moves out into a loft\comma and meets skateboarding legend Tony Hawk.,https://m.media-amazon.com/images/M/MV5BOWRjOGY5MGMtYjNhNC00ZWJjLTg2NDUtZTUwNTdhNTViNjg5XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,12,I'm Spelling as Fast as I Can,16 Feb. 2003,Lisa participates in the Spellympics\comma but Homer is busy traveling cross-country as Krusty Burger test-markets a new sandwich. Lisa is confident that she will win\comma until she learns that the contest is rigged against her.,https://m.media-amazon.com/images/M/MV5BYWRkYWFkNjgtNTRkMy00NzdkLTk4YjUtNGJhODJjNTBlNzM2XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,13,A Star Is Born Again,2 Mar. 2003,Ned Flanders starts dating a famous movie star\comma but has difficulties with the tabloids following them everywhere.,https://m.media-amazon.com/images/M/MV5BYzBlMTUwYzctOGYzZi00MzAxLWIzNjYtYzBhMmJkMmU5ZjdiXkEyXkFqcGdeQXVyNDIzNDExOQ@@._V1_.jpg
14,14,Mr. Spritz Goes to Washington,9 Mar. 2003,The family makes Krusty run for Congress because of air traffic being redirected to fly dangerously close to their house.,https://m.media-amazon.com/images/M/MV5BZThjMzcwNjgtYTVkNC00MDI3LWE3MDgtMjk2NDgxNmZhZjRkXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,15,C.E.D'oh,16 Mar. 2003,Homer takes over the power plant after tricking Mr. Burns into making him the official owner of the power plant.,https://m.media-amazon.com/images/M/MV5BMzgxMzk5YTctNjI1YS00Y2JjLTllNWItMzljZTg4MDA0YTJmXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,16,'Scuse Me While I Miss the Sky,30 Mar. 2003,Lisa becomes interested in astronomy and starts fighting the light pollution which is preventing her from being able to enjoy her new hobby.,https://m.media-amazon.com/images/M/MV5BMzliMDU2NjktNzY4ZC00ZWZhLWFlMjEtYzY5ODdkMzAyMjQ5XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,17,Three Gays of the Condo,13 Apr. 2003,When Homer finds an old note revealing Marge only married him because she was pregnant with Bart\comma he moves into a condo with two gay guys.,https://m.media-amazon.com/images/M/MV5BMjEwOTQxNTE5MF5BMl5BanBnXkFtZTgwOTE1NTQ2MjE@._V1_.jpg
14,18,Dude\comma Where's My Ranch?,27 Apr. 2003,Homer writes a Christmas carol called Everybody Hates Ned Flanders\comma which soon becomes so popular that the family decides to leave town for a while.,https://m.media-amazon.com/images/M/MV5BMjM3Mjk1NDg0M15BMl5BanBnXkFtZTgwODM4NTQ2MjE@._V1_.jpg
14,19,Old Yeller-Belly,4 May 2003,Homer throws out Santa's Little Helper for not saving him from a fire\comma but soon the dog becomes Duff's new mascot.,https://m.media-amazon.com/images/M/MV5BM2E0ZGFhNzctNTgxMS00YjBiLWEzYTgtYWE2NjRiNDY3MWU2XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
14,20,Brake My Wife\comma Please,11 May 2003,Because of Homer losing his driver's license\comma Marge has to drive everyone everywhere\comma which is so stressful for her that she accidentally runs over Homer leading to the two seeing a marriage counselor.,https://m.media-amazon.com/images/M/MV5BMzRjYTA1ZDItMjA4Yi00NjllLTkwOWUtY2ZjZjc3YThjMWZjXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,21,The Bart of War,18 May 2003,Bart and Milhouse are forced into community service after destroying Flanders' memorial and join separate community groups\comma pitting themselves against each other.,https://m.media-amazon.com/images/M/MV5BMDhiODhmZWUtNzgwZC00MTY0LTkzNGMtYTBkYzQ0MGY0MmFjXkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
14,22,Moe Baby Blues,18 May 2003,After saving Maggie's life\comma Moe develops a special bond with her\comma much to Homer's dismay.,https://m.media-amazon.com/images/M/MV5BMTlhYjcxNDAtZDA0OC00ODdjLWJjZGMtZjA1OWM1Mjk1ODViXkEyXkFqcGdeQXVyNjYyODY4NDU@._V1_.jpg
15,1,Treehouse of Horror XIV,2 Nov. 2003,First\comma Homer kills the Grim Reaper and takes his place in Reaper Madness. Then\comma Professor Frink's father is revived\comma only to kill people and steal their organs in Frinkenstein. Finally\comma Bart and Milhouse get a stop watch that can stop time in Stop the World\comma I Want To Goof Off.,https://m.media-amazon.com/images/M/MV5BMTUyMjE1MjE3OF5BMl5BanBnXkFtZTgwMjQ1NTQ2MjE@._V1_.jpg
15,2,My Mother the Carjacker,9 Nov. 2003,Homer's mother returns to Springfield\comma and the city pardons her from the charges against her. Mr Burns is furious about this and makes a plan to get Mona Simpson in prison.,https://m.media-amazon.com/images/M/MV5BNmJiODkwZDYtZjQ2NC00MmNhLWExMTYtMDdmZTVlN2Q2ODk1XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
15,3,The President Wore Pearls,16 Nov. 2003,Lisa feuds with Principal Skinner after being elected school president.,https://m.media-amazon.com/images/M/MV5BN2YxNWE1MWItNWFlMy00MjYxLTk0YzYtZjhjZTYzMjRhZWY0XkEyXkFqcGdeQXVyNjQwMTkxMDU@._V1_.jpg
15,4,The Regina Monologues,23 Nov. 2003,Prime minister Tony Blair welcomes the Simpsons to England where they run into author J.K. Rowling and actor Ian McKellen.,https://m.media-amazon.com/images/M/MV5BOGI1ODU0NTItM2RlMy00ODk5LWIxNmQtZTU2NmViOTUzZGZkXkEyXkFqcGdeQXVyNDYyMjgyNDg@._V1_.jpg
15,5,The Fat and the Furriest,30 Nov. 2003,At the dump Homer is videotaped while being attacked by a bear. The town regards him a coward\comma so Homer decides to strike back at the bear.,https://m.media-amazon.com/images/M/MV5BMWNmZjFhYjYtYzkzOS00NGUzLThjMTctYzBkMjM1ODFiODE3XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
15,6,Today\comma I Am a Clown,7 Dec. 2003,Krusty decides to do what he never did when he was thirteen years old - have a Bar Mitzvah.,https://m.media-amazon.com/images/M/MV5BMTM0ZTJjODAtMzUzMy00MjljLTk4NzgtNjU5OWJhMjhhMTU4XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
15,7,'Tis the Fifteenth Season,14 Dec. 2003,After spending all his money on an expensive gift for himself\comma and the family thinking he should be less of an egoist\comma Homer decides to change his ways.,https://m.media-amazon.com/images/M/MV5BMTQxMTIyNDAyMl5BMl5BanBnXkFtZTgwNzczNzM2MjE@._V1_.jpg
15,8,Marge vs. Singles\comma Seniors\comma Childless Couples and Teens and Gays,4 Jan. 2004,A concert for babies ends in a riot\comma so the childless adults of Springfield gather to make the town less child-friendly.,https://m.media-amazon.com/images/M/MV5BMjY3MTJiZWEtMmVjMy00NWNlLWJlOTMtYWI2N2I0ZWRjZmQzXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
15,9,I\comma (Annoyed Grunt)-Bot,11 Jan. 2004,Homer pretends to be a robot and competes in Robot Wars to win Bart's affection; Lisa has cat trouble.,https://m.media-amazon.com/images/M/MV5BNGNjNjY5MTUtYzk3ZC00YWI1LTllYjItMmNkYmNmY2VlNzE2XkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
15,10,Diatribe of a Mad Housewife,25 Jan. 2004,Marge is inspired to write a novel\comma but the storyline of the book (a fat\comma mean husband\comma and a handsome\comma sweet neighbor) makes Homer jealous.,https://m.media-amazon.com/images/M/MV5BNzZhMThhZGYtMTA1My00ZjAxLTgzZTItM2MxZDU3YmUyOTRhXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_.jpg
